geo,time,Channel0_impression,Channel1_impression,Channel2_impression,Channel3_impression,competitor_sales_control,sentiment_score_control,Channel0_spend,Channel1_spend,Channel2_spend,Channel3_spend,Organic_channel0_impression,Promo,conversions,revenue_per_conversion,population,total_revenue
Geo0,2021-05-31,0,491676,160928,801735,0.1384334,1.8121941,0.0,4740.362,1195.8438,6247.793,117413,0.0,2179792.5,0.019968163,136670.94,43526.4519461775
Geo0,2021-06-07,221746,58085,0,628365,0.36252737,0.016913712,1626.002,560.0109,0.0,4896.748,172884,0.23471534,1972932.8,0.020036265,136670.94,39530.204407992
Geo0,2021-06-14,522698,53047,10339,800459,1.5063099,1.1276338,3832.7998,511.43842,76.82833,6237.8496,330830,0.0,1048366.8,0.019912552,136670.94,20875.6584200736
Geo0,2021-06-21,31481,111302,0,0,-1.636292,-0.27724043,230.84145,1073.0884,0.0,0.0,0,0.0,3893564.2,0.019935414,136670.94,77619.8142625788
Geo0,2021-06-28,124951,98741,0,426485,1.9607203,-1.8176672,916.2311,951.9848,0.0,3323.5295,113464,0.15866125,1130191.2,0.020028308,136670.94,22635.817452489602
Geo0,2021-07-05,0,28473,0,416725,0.76883364,-1.5893306,0.0,274.51477,0.0,3247.4714,172538,0.8438258,1630339.4,0.020078905,136670.94,32735.429930357
Geo0,2021-07-12,202855,208509,0,343028,-0.20756881,0.14665473,1487.4795,2010.2834,0.0,2673.1626,0,0.0,1636969.8,0.019916069,136670.94,32602.003487716203
Geo0,2021-07-19,0,0,0,194185,-2.278555,-0.76092386,0.0,0.0,0.0,1513.2528,0,0.22925419,2052384.2,0.02014443,136670.94,41344.109850006
Geo0,2021-07-26,0,188866,188847,551956,1.6827729,-0.33497372,0.0,1820.9009,1403.3077,4301.305,476514,0.0,1971319.4,0.019972587,136670.94,39372.3482212878
Geo0,2021-08-02,82595,246895,111412,144402,-0.6259522,-0.23797643,605.64624,2380.3718,827.8941,1125.3018,34179,1.4114499,2183971.0,0.019968498,136670.94,43610.620545558006
Geo0,2021-08-09,65819,0,171922,501537,-0.04261376,0.8738909,482.6325,0.0,1277.5394,3908.3977,0,0.0,3191705.2,0.020046635,136670.94,63982.949172002
Geo0,2021-08-16,315181,245276,0,623642,-0.60718906,0.8728794,2311.135,2364.7627,0.0,4859.9424,213951,1.0073695,2329655.0,0.020101883,136670.94,46830.452240365004
Geo0,2021-08-23,312903,0,0,455914,0.98262155,-0.31538105,2294.431,0.0,0.0,3552.865,65117,0.0,3049318.0,0.020039301,136670.94,61106.201246717996
Geo0,2021-08-30,482966,368806,153256,838658,0.8541256,2.1781638,3541.456,3555.744,1138.8337,6535.528,382727,0.0,1722396.4,0.020027785,136670.94,34495.784783974
Geo0,2021-09-06,73496,0,0,155334,-0.3233289,-2.1662579,538.92584,0.0,0.0,1210.4932,0,1.0616482,2601330.8,0.02008969,136670.94,52259.929359452
Geo0,2021-09-13,208795,245380,0,673509,1.4636033,-0.23727089,1531.0359,2365.7654,0.0,5248.548,0,0.0,1641318.4,0.0200919,136670.94,32977.205160959995
Geo0,2021-09-20,189431,155799,0,282879,-0.63264465,-0.7244637,1389.0452,1502.0942,0.0,2204.431,202,0.5559206,3196749.0,0.02006347,136670.94,64137.87765903
Geo0,2021-09-27,151698,205055,0,489137,-0.020206705,-1.5114229,1112.3594,1976.9828,0.0,3811.7666,0,1.089553,2394687.5,0.020079006,136670.94,48082.944680625
Geo0,2021-10-04,319900,146187,14469,762709,1.4515426,-0.6711726,2345.7383,1409.4227,107.51804,5943.6694,34799,0.0,1063526.2,0.020036345,136670.94,21309.177859739
Geo0,2021-10-11,307650,577327,295997,915117,2.0164177,-0.16415071,2255.9124,5566.1436,2199.5312,7131.361,307127,0.9845294,1374069.1,0.019972345,136670.94,27443.3821190395
Geo0,2021-10-18,367332,85671,362145,642076,0.9615391,0.4220463,2693.5437,825.97394,2691.072,5003.596,377410,1.5786209,2741299.0,0.019870654,136670.94,54471.403939546006
Geo0,2021-10-25,175832,209304,0,290784,0.36119574,-0.30546933,1289.3274,2017.9484,0.0,2266.0332,0,0.0,2612483.2,0.020107808,136670.94,52531.31058882561
Geo0,2021-11-01,168631,86902,0,403115,-0.5987632,0.14141196,1236.5244,837.8423,0.0,3141.411,0,0.0,2361390.2,0.020123994,136670.94,47520.6022164588
Geo0,2021-11-08,238164,0,0,472360,0.33029667,1.2681701,1746.3906,0.0,0.0,3681.0264,479203,0.0,1420466.9,0.02015066,136670.94,28623.345543154
Geo0,2021-11-15,375155,273468,0,749763,-0.016226262,1.2139597,2750.9077,2636.5684,0.0,5842.7837,470025,1.5787075,2604857.0,0.020027334,136670.94,52168.341161238
Geo0,2021-11-22,520753,403994,148653,970082,-0.49421322,3.2494621,3818.5376,3894.9998,1104.6293,7559.6943,495078,1.1300328,3886090.2,0.020042188,136670.94,77885.7503733576
Geo0,2021-11-29,172833,416089,0,641773,0.93568575,0.2566672,1267.3365,4011.6106,0.0,5001.2344,126937,0.0,2133698.2,0.019980261,136670.94,42631.846931230204
Geo0,2021-12-06,9903,359768,0,410835,0.027330041,0.7406813,72.61596,3468.6064,0.0,3201.5715,205954,0.0261873,1997668.0,0.020075487,136670.94,40104.157964316
Geo0,2021-12-13,76250,393135,0,253507,-0.03356865,0.31170642,559.1201,3790.3054,0.0,1975.5397,29447,0.0,2676694.2,0.019991074,136670.94,53509.991827570804
Geo0,2021-12-20,209231,18239,0,420895,-0.31126687,-0.48883623,1534.233,175.84642,0.0,3279.9675,136572,0.0,2817375.8,0.019943582,136670.94,56188.5652921156
Geo0,2021-12-27,405537,141793,3596,848756,0.86072326,-0.07130891,2973.6904,1367.0591,26.721603,6614.22,284255,1.4557307,1985086.4,0.020193754,136670.94,40086.3464303456
Geo0,2022-01-03,374597,0,0,236533,-0.9655842,0.45107216,2746.816,0.0,0.0,1843.2639,0,0.0,2982074.0,0.02000462,136670.94,59655.25718188
Geo0,2022-01-10,36607,54538,0,587840,-0.47562334,-0.46259028,268.429,525.8135,0.0,4580.9434,0,0.013619795,1938691.5,0.020117559,136670.94,39001.7406340485
Geo0,2022-01-17,137673,0,0,471948,0.42950368,-1.6772591,1009.518,0.0,0.0,3677.8154,0,0.0,2693435.2,0.019853743,136670.94,53474.7702479536
Geo0,2022-01-24,579492,43963,0,393241,-1.6291564,0.8005363,4249.2544,423.85748,0.0,3064.4646,487929,2.4903753,3443451.8,0.019973516,136670.94,68777.8396225288
Geo0,2022-01-31,308581,0,0,191085,-0.40192538,-2.3970306,2262.739,0.0,0.0,1489.0948,0,0.0,949304.5,0.020171236,136670.94,19148.645105362
Geo0,2022-02-07,297608,400014,0,389475,0.45713294,0.86050504,2182.277,3856.6274,0.0,3035.1165,506575,0.0,1566831.0,0.019918619,136670.94,31209.109726388997
Geo0,2022-02-14,245095,220899,0,579486,-0.4965551,1.5591516,1797.2137,2129.7385,0.0,4515.842,155157,0.24869093,1960729.4,0.02012141,136670.94,39452.640156454
Geo0,2022-02-21,15123,202927,473934,598668,2.116428,0.6951898,110.89278,1956.4663,3521.7678,4665.324,237597,0.0,993044.5,0.019957699,136670.94,19818.8832246055
Geo0,2022-02-28,183311,177421,0,222313,-2.3563435,0.102197394,1344.1687,1710.557,0.0,1732.4497,215642,1.0494665,4033642.0,0.020135395,136670.94,81218.97495859
Geo0,2022-03-07,410756,30425,14469,511332,0.12923342,-0.113438696,3011.96,293.33447,107.51804,3984.7288,249437,0.78975,1792589.2,0.01982532,136670.94,35538.654518544
Geo0,2022-03-14,306297,341106,199621,647233,0.284594,1.1370645,2245.991,3288.682,1483.3687,5043.7837,243823,0.0,2489067.2,0.019955788,136670.94,49671.2973609536
Geo0,2022-03-21,302066,0,0,865187,-0.17871842,0.014229178,2214.9663,0.0,0.0,6742.2646,201472,0.0,2444715.5,0.019942455,136670.94,48753.62884655251
Geo0,2022-03-28,248430,0,0,183041,-1.1868709,-1.491713,1821.6683,0.0,0.0,1426.4094,126196,1.1935049,2752760.0,0.019846555,136670.94,54632.8027418
Geo0,2022-04-04,71431,153986,197484,308073,-1.37861,1.3533523,523.78375,1484.6146,1467.4886,2400.7637,476568,0.0,3680882.8,0.019947797,136670.94,73425.5028751916
Geo0,2022-04-11,205338,0,0,559674,0.85015684,-0.72383606,1505.6868,0.0,0.0,4361.45,71432,0.06707682,1217228.4,0.020155618,136670.94,24533.990649151197
Geo0,2022-04-18,63661,0,0,321413,-1.2089398,-1.5254242,466.8085,0.0,0.0,2504.7202,23125,1.6383218,2549975.8,0.020067692,136670.94,51172.1289618536
Geo0,2022-04-25,114318,0,0,307610,-0.940853,-2.318157,838.26227,0.0,0.0,2397.1558,0,0.0,2134881.8,0.01997442,136670.94,42643.025723556
Geo0,2022-05-02,8715,157943,0,328810,-1.6358266,0.33082163,63.904682,1522.765,0.0,2562.364,48332,0.4733336,1378953.2,0.020034153,136670.94,27626.159388639597
Geo0,2022-05-09,165397,10443,0,510014,-0.005049259,-0.49602363,1212.8104,100.68338,0.0,3974.4578,0,0.7193704,3630084.2,0.019799327,136670.94,71873.2241133334
Geo0,2022-05-16,0,30888,0,375457,-1.4216976,-0.85026455,0.0,297.79837,0.0,2925.8765,0,1.4950795,2398120.5,0.019974042,136670.94,47900.159588061004
Geo0,2022-05-23,132926,430323,48499,212899,0.10301748,-0.9344294,974.70953,4148.8438,360.3924,1659.088,0,0.0,3216923.2,0.020045895,136670.94,64486.10469026401
Geo0,2022-05-30,269624,0,0,598379,0.85623324,-0.4434283,1977.0781,0.0,0.0,4663.072,24392,0.75847054,2790068.5,0.019998046,136670.94,55795.91820615099
Geo0,2022-06-06,612859,48312,0,304242,-2.2206829,-0.6584718,4493.9253,465.7872,0.0,2370.9092,315096,2.5858955,2771488.2,0.020064259,136670.94,55607.857060243805
Geo0,2022-06-13,382977,383237,0,288614,-1.2487503,1.8107901,2808.2642,3694.8767,0.0,2249.1228,473898,0.0,2454786.8,0.019843549,136670.94,48711.68215035319
Geo0,2022-06-20,0,166375,0,358551,-0.6823603,-0.67876065,0.0,1604.0598,0.0,2794.1309,0,0.0,1558354.6,0.019948184,136670.94,31086.344298046402
Geo0,2022-06-27,111527,449120,0,364583,-2.280542,1.1343421,817.79663,4330.07,0.0,2841.1372,21188,0.30106974,3449616.5,0.019968258,136670.94,68882.83227305699
Geo0,2022-07-04,566751,0,148981,380696,-1.1102456,1.0116013,4155.828,0.0,1107.0665,2966.7034,161962,2.3646197,3017796.8,0.019970119,136670.94,60265.7612138192
Geo0,2022-07-11,294096,18443,167332,930557,1.3211659,1.1586655,2156.5244,177.81323,1243.4315,7251.6826,428218,1.0622299,2893510.5,0.0200032,136670.94,57879.46923359999
Geo0,2022-07-18,79902,79385,0,297898,-0.1673303,-0.9862238,585.89923,765.3692,0.0,2321.4714,0,0.0,2202815.0,0.020117538,136670.94,44315.214469470004
Geo0,2022-07-25,217515,318165,0,414344,-0.7474463,1.7219849,1594.9773,3067.5024,0.0,3228.9167,79640,0.001066133,2397625.0,0.020097299,136670.94,48185.786514875
Geo0,2022-08-01,150049,45187,151653,485379,2.1983528,-0.42495847,1100.2677,435.65836,1126.922,3782.481,70746,0.0,643680.5,0.020105021,136670.94,12941.2099697905
Geo0,2022-08-08,215156,103971,100212,389850,0.5942442,0.6480067,1577.6793,1002.4085,744.6678,3038.0388,72917,0.053025767,1642985.8,0.02014911,136670.94,33104.701612638004
Geo0,2022-08-15,39006,6811,0,301537,-1.3364316,-0.621883,286.0202,65.66643,0.0,2349.8298,53881,0.12712906,2337043.0,0.019975033,136670.94,46682.511047419
Geo0,2022-08-22,287110,575334,175409,274969,0.74234253,1.1299608,2105.2983,5546.9287,1303.451,2142.7896,382009,0.0,2840257.2,0.020051148,136670.94,56950.41747526561
Geo0,2022-08-29,622406,305225,376263,800796,1.4169893,1.5572851,4563.931,2942.745,2795.982,6240.4756,330101,2.1704597,2530940.5,0.019964227,136670.94,50528.2706654935
Geo0,2022-09-05,314555,0,0,758119,1.2290671,-1.1452007,2306.5447,0.0,0.0,5907.9004,0,0.0,1099342.5,0.020087829,136670.94,22083.4041524325
Geo0,2022-09-12,0,71623,199498,507936,1.6632881,-0.49532586,0.0,690.53394,1482.4545,3958.2642,42253,0.0,2774088.2,0.02007072,136670.94,55677.947517504006
Geo0,2022-09-19,523585,95627,321059,500605,0.46307784,0.7472849,3839.3037,921.96204,2385.7651,3901.135,52877,0.5371571,2014284.0,0.019793438,136670.94,39869.605468392
Geo0,2022-09-26,316706,408217,168271,944990,1.0406995,1.0887835,2322.3174,3935.7146,1250.4092,7364.1567,304060,1.7121215,2972293.8,0.02001578,136670.94,59492.778796164
Geo0,2022-10-03,495955,322925,24285,895616,0.62559754,1.4755116,3636.7007,3113.3948,180.46,6979.3926,156720,1.9037877,2193336.5,0.02004762,136670.94,43971.17668413
Geo0,2022-10-10,315727,230430,63614,290206,1.84513,0.000629902,2315.1387,2221.629,472.71082,2261.529,111019,0.49525234,2850047.8,0.02012686,136670.94,57362.513063907994
Geo0,2022-10-17,185487,209779,366345,984345,3.051661,1.3777279,1360.1249,2022.5278,2722.282,7670.8433,441399,0.0,1778753.1,0.020044498,136670.94,35654.21295544381
Geo0,2022-10-24,110803,96884,0,305280,-0.023480624,-0.6229453,812.48773,934.08105,0.0,2378.9983,126316,0.0,1745032.8,0.019724365,136670.94,34419.663884172005
Geo0,2022-10-31,367094,353510,63769,540719,-0.39045686,1.3595812,2691.7988,3408.2717,473.8626,4213.737,38764,0.0,3570955.2,0.020053716,136670.94,71610.9214295232
Geo0,2022-11-07,259605,64010,0,627892,1.1349496,0.8737269,1903.6116,617.13525,0.0,4893.062,44142,0.0,2060949.0,0.019922521,136670.94,41059.299732429
Geo0,2022-11-14,463582,0,0,342227,-1.3574674,-0.19535708,3399.3186,0.0,0.0,2666.9204,223959,1.0709755,3787274.2,0.02017507,136670.94,76408.522094194
Geo0,2022-11-21,249611,0,0,429676,1.0829043,-0.5786314,1830.3284,0.0,0.0,3348.3965,0,0.18471631,2373417.8,0.020007346,136670.94,47485.791127158795
Geo0,2022-11-28,199935,132459,138225,765472,2.5684571,0.7084166,1466.068,1277.0679,1027.1395,5965.201,198037,0.0,1082464.4,0.020011911,136670.94,21662.1812334684
Geo0,2022-12-05,222585,354737,0,558784,-0.23991112,-0.08572066,1632.1542,3420.1016,0.0,4354.5146,0,0.44002014,2823385.0,0.019860594,136670.94,56074.103190689995
Geo0,2022-12-12,29492,108697,54139,627121,1.7712035,-0.55998945,216.25667,1047.9729,402.30283,4887.054,292630,0.0,1119445.4,0.020159464,136670.94,22567.419241265598
Geo0,2022-12-19,211475,0,210215,593108,0.43662426,0.06374636,1550.6876,0.0,1562.0918,4621.996,163344,0.0,1455831.4,0.020046944,136670.94,29184.9705492416
Geo0,2022-12-26,233098,255270,186358,280160,0.044707805,0.85018,1709.2432,2461.1172,1384.8123,2183.2422,28884,0.8958492,2072967.9,0.020032864,136670.94,41527.4840170656
Geo0,2023-01-02,100713,26628,0,513233,0.18120709,-0.24844135,738.50055,256.7267,0.0,3999.543,2391,0.0,2076040.4,0.01994571,136670.94,41408.099766684
Geo0,2023-01-09,244492,158008,0,409000,-0.17927,-0.05996126,1792.7921,1523.3917,0.0,3187.2717,314125,0.33672917,1606244.5,0.020026922,136670.94,32168.133314429
Geo0,2023-01-16,287659,0,0,312341,-0.50717604,-0.43074533,2109.3237,0.0,0.0,2434.0234,0,0.0,1292715.8,0.020061763,136670.94,25934.1580059554
Geo0,2023-01-23,23859,0,0,142901,-1.6848481,-1.5306635,174.95143,0.0,0.0,1113.6047,0,0.0,3255511.0,0.01987897,136670.94,64716.20550367
Geo0,2023-01-30,0,0,0,156669,-0.44457,-1.654838,0.0,0.0,0.0,1220.8965,0,0.0,2934165.2,0.019956848,136670.94,58556.6889032896
Geo0,2023-02-06,156970,0,0,308908,-0.5034393,0.6843814,1151.0175,0.0,0.0,2407.2708,327845,0.0,981827.9,0.02003433,136670.94,19670.264151807
Geo0,2023-02-13,481782,172527,0,166221,0.030964851,0.42364636,3532.774,1663.3728,0.0,1295.3337,226138,0.86505544,2217086.8,0.019937165,136670.94,44202.42535092199
Geo0,2023-02-20,0,292041,0,0,0.1878117,-3.2211893,0.0,2815.635,0.0,0.0,0,0.0,1083812.6,0.019855544,136670.94,21519.688767054402
Geo0,2023-02-27,308228,158000,122358,612010,-0.9156432,0.6082955,2260.1504,1523.3146,909.23303,4769.2964,365901,2.7043977,3053675.8,0.019917928,136670.94,60822.8947197424
Geo0,2023-03-06,26378,106328,0,529967,1.0044158,-1.1133806,193.42258,1025.1329,0.0,4129.948,284763,0.4241345,2049406.6,0.020026593,136670.94,41042.6318697138
Geo0,2023-03-13,0,0,0,529206,-0.3503667,-0.086541116,0.0,0.0,0.0,4124.018,89128,0.0,1698339.1,0.01985455,136670.94,33719.758577905
Geo0,2023-03-20,80371,16165,41056,68180,-0.29209518,-1.6512051,589.3383,155.8505,305.08405,531.31586,0,0.13892072,1668393.5,0.019942205,136670.94,33271.445197667505
Geo0,2023-03-27,75067,277995,979,492758,-1.8022707,1.4024874,550.4455,2680.2144,7.274875,3839.9846,74603,0.0,2713922.2,0.020108355,136670.94,54572.51103998101
Geo0,2023-04-03,265243,381022,0,471021,-1.4912351,1.5805829,1944.9535,3673.5212,0.0,3670.5916,0,0.0,2888208.2,0.020078752,136670.94,57991.616172166396
Geo0,2023-04-10,342578,295734,0,298428,-1.0930823,-0.8079912,2512.0298,2851.24,0.0,2325.6018,0,0.0,2343210.5,0.01995879,136670.94,46767.646295295
Geo0,2023-04-17,27329,246745,0,516712,-0.13577867,-0.42502907,200.39598,2378.9258,0.0,4026.6543,23429,0.0,1460104.0,0.020089556,136670.94,29332.841073824
Geo0,2023-04-24,0,146559,0,157498,-1.4790956,-0.005551159,0.0,1413.0093,0.0,1227.3567,57460,0.0,2507804.0,0.020008942,136670.94,50178.50478336799
Geo0,2023-05-01,226898,74761,368479,673861,0.7725863,0.48848003,1663.7803,720.78815,2738.1394,5251.2915,159312,0.91592294,1364250.4,0.020158662,136670.94,27501.462696964798
Geo0,2023-05-08,22998,141311,0,71708,-0.30087912,-1.7956973,168.63797,1362.4121,0.0,558.809,83829,0.10965288,2435050.5,0.019914748,136670.94,48493.417074774
Geo0,2023-05-15,484169,0,0,105194,-1.7802922,-0.06326264,3550.2773,0.0,0.0,819.7601,135084,0.0,2994142.5,0.020122757,136670.94,60250.4019508725
Geo0,2023-05-22,225878,4905,0,227050,-1.252212,-0.16797458,1656.3009,47.29024,0.0,1769.3644,0,0.54361117,1883039.6,0.020009581,136670.94,37678.833402407596
Geo0,2023-05-29,548106,144594,0,509233,-0.8010889,-0.74721134,4019.1096,1394.0642,0.0,3968.3716,0,1.6832058,4074299.0,0.019980827,136670.94,81407.863465273
Geo0,2023-06-05,30399,9615,0,187115,-0.5501341,-1.3511072,222.90746,92.70044,0.0,1458.1573,0,0.25525734,3284566.0,0.020001335,136670.94,65695.70489560999
Geo0,2023-06-12,274492,181424,154054,374895,-0.26034456,2.111864,2012.7739,1749.1508,1144.7637,2921.497,283677,0.25686273,1800127.0,0.019970639,136670.94,35949.686471153
Geo0,2023-06-19,223586,0,0,649378,0.18249226,-1.2788186,1639.4943,0.0,0.0,5060.499,0,0.0,2668832.8,0.020098114,136670.94,53638.505861339196
Geo0,2023-06-26,11165,159963,229167,608864,-0.46319485,0.037628412,81.86985,1542.2404,1702.9226,4744.78,275192,0.90638375,1835606.5,0.019977244,136670.94,36670.358938486
Geo0,2023-07-03,320968,113578,0,254295,-0.91686636,-0.93919355,2353.5696,1095.0317,0.0,1981.6804,0,0.25472853,2581382.8,0.020023182,136670.94,51687.497616069595
Geo0,2023-07-10,199186,85065,0,323625,0.5183017,-1.2439843,1460.5758,820.13135,0.0,2521.958,0,1.0423979,1501768.5,0.020075202,136670.94,30148.305994737002
Geo0,2023-07-17,293026,269089,0,281053,-1.9768672,0.21212578,2148.6785,2594.3494,0.0,2190.2012,154767,0.0,3357161.0,0.01993119,136670.94,66912.21375159001
Geo0,2023-07-24,127607,0,0,161076,0.5035022,-2.3320017,935.7068,0.0,0.0,1255.2396,0,0.23483135,1089303.2,0.019885723,136670.94,21661.5816982136
Geo0,2023-07-31,0,0,0,230059,0.45361844,-0.553414,0.0,0.0,0.0,1792.8131,0,0.0,1479726.2,0.02011577,136670.94,29765.831902174003
Geo0,2023-08-07,249252,0,0,363425,1.4869119,-0.7411159,1827.6959,0.0,0.0,2832.113,289926,1.0618486,1004547.6,0.020096393,136670.94,20187.7833568068
Geo0,2023-08-14,347281,38774,0,355492,-0.17118827,-2.2247999,2546.5154,373.82913,0.0,2770.2925,251270,2.7463713,3505406.0,0.01995083,136670.94,69935.75918698
Geo0,2023-08-21,226179,238087,217863,595325,2.5932772,-0.014956832,1658.508,2295.452,1618.9235,4639.273,28169,0.0,855227.0,0.019914515,136670.94,17031.430919905
Geo0,2023-08-28,71990,0,0,344192,-1.2158941,-0.5780036,527.88275,0.0,0.0,2682.2332,0,0.3824602,3181603.2,0.019925997,136670.94,63396.615818390404
Geo0,2023-09-04,413648,378525,455266,712102,1.5675192,0.8500572,3033.1663,3649.4473,3383.0474,5549.2974,243407,0.6147878,1905986.8,0.019997794,136670.94,38115.5313931192
Geo0,2023-09-11,124229,229262,99138,865630,2.2832355,0.5938237,910.9369,2210.368,736.687,6745.7163,152068,0.7066211,2624217.5,0.019972086,136670.94,52411.097592705
Geo0,2023-09-18,0,164742,0,261587,-0.18241239,-1.3806567,0.0,1588.3158,0.0,2038.5057,0,0.0,2762614.5,0.020214953,136670.94,55846.1222746185
Geo0,2023-09-25,489714,150033,301683,738615,-0.14049292,1.3925332,3590.9373,1446.5029,2241.7834,5755.909,187471,0.56078744,2268472.0,0.020000024,136670.94,45369.494443328
Geo0,2023-10-02,344966,171891,0,400879,0.5181185,1.4628673,2529.5403,1657.2408,0.0,3123.986,168572,0.0,1331495.2,0.01994766,136670.94,26560.213541232
Geo0,2023-10-09,273775,255048,0,489120,-1.6781695,1.6788213,2007.5162,2458.9768,0.0,3811.6343,149032,0.35144922,2717736.5,0.01996494,136670.94,54259.44615831
Geo0,2023-10-16,154999,380851,422820,835947,2.9874253,0.35291868,1136.5647,3671.8728,3141.9436,6514.4014,302805,0.0,1554150.8,0.02003136,136670.94,31131.754169088003
Geo0,2023-10-23,407551,177392,371910,779124,0.8134521,1.4057963,2988.4587,1710.2773,2763.635,6071.589,267219,1.7764667,2492633.5,0.020155188,136670.94,50239.496807598
Geo0,2023-10-30,406914,81893,29611,174997,0.6495202,1.0289708,2983.7878,789.5494,220.03711,1363.7238,52585,0.0,3584369.5,0.019859957,136670.94,71185.4241421115
Geo0,2023-11-06,176909,119317,234617,546091,1.7949613,-0.6812645,1297.2247,1150.3629,1743.4213,4255.6,131601,0.0,2062280.5,0.020031892,136670.94,41311.380249705995
Geo0,2023-11-13,299061,341781,481152,910568,0.3260366,1.6720053,2192.9314,3295.1897,3575.4043,7095.911,123878,0.8533168,1855645.4,0.019941416,136670.94,37004.1968698864
Geo0,2023-11-20,36766,128466,0,490458,0.89583445,0.19123673,269.5949,1238.5706,0.0,3822.061,180819,0.0,1716356.0,0.020011386,136670.94,34346.662429416
Geo0,2023-11-27,202669,0,0,195178,0.48896912,-1.5795896,1486.1156,0.0,0.0,1520.991,0,0.14500114,902044.1,0.019916471,136670.94,17965.5351583711
Geo0,2023-12-04,318244,106720,185866,473261,-0.4569539,0.75998265,2333.5952,1028.9122,1381.1562,3688.0476,28740,1.3265772,2075852.1,0.01994192,136670.94,41396.476510032
Geo0,2023-12-11,367129,0,0,463676,-1.3869402,-1.7434634,2692.0552,0.0,0.0,3613.353,0,0.5872622,2669106.8,0.019819397,136670.94,52900.08730459959
Geo0,2023-12-18,0,305971,0,426874,0.18506959,0.7492187,0.0,2949.9373,0.0,3326.561,147360,0.0,3527291.2,0.019829152,136670.94,69943.1933530624
Geo0,2023-12-25,65532,0,156942,223832,0.504395,0.09916818,480.528,0.0,1166.2241,1744.2871,256189,0.0,2385392.2,0.020042479,136670.94,47809.1730752638
Geo0,2024-01-01,46686,0,0,590599,-1.4900186,-0.6456119,342.3355,0.0,0.0,4602.444,208967,0.0,2052164.9,0.019954767,136670.94,40950.472425078304
